Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
reqSalvaging100,UI,Tooltip,,,,Requires Level 100 Salvaging,,,,,,,,,,,,,
reqScavenging5,UI,Tooltip,,,,Requires Level 5 Scavenging,,,,,,,,,,,,,
reqScavenging10,UI,Tooltip,,,,Requires Level 10 Scavenging,,,,,,,,,,,,,
reqScavenging15,UI,Tooltip,,,,Requires Level 15 Scavenging,,,,,,,,,,,,,
reqScavenging20,UI,Tooltip,,,,Requires Level 20 Scavenging,,,,,,,,,,,,,
reqScavenging25,UI,Tooltip,,,,Requires Level 25 Scavenging,,,,,,,,,,,,,
reqScavenging30,UI,Tooltip,,,,Requires Level 30 Scavenging,,,,,,,,,,,,,
reqScavenging35,UI,Tooltip,,,,Requires Level 35 Scavenging,,,,,,,,,,,,,
reqScavenging40,UI,Tooltip,,,,Requires Level 40 Scavenging,,,,,,,,,,,,,
reqScavenging45,UI,Tooltip,,,,Requires Level 45 Scavenging,,,,,,,,,,,,,
reqScavenging50,UI,Tooltip,,,,Requires Level 50 Scavenging,,,,,,,,,,,,,
reqScavenging55,UI,Tooltip,,,,Requires Level 55 Scavenging,,,,,,,,,,,,,
reqScavenging60,UI,Tooltip,,,,Requires Level 60 Scavenging,,,,,,,,,,,,,
reqScavenging65,UI,Tooltip,,,,Requires Level 65 Scavenging,,,,,,,,,,,,,
reqScavenging70,UI,Tooltip,,,,Requires Level 70 Scavenging,,,,,,,,,,,,,
reqScavenging75,UI,Tooltip,,,,Requires Level 75 Scavenging,,,,,,,,,,,,,
reqScavenging80,UI,Tooltip,,,,Requires Level 80 Scavenging,,,,,,,,,,,,,
reqScavenging85,UI,Tooltip,,,,Requires Level 85 Scavenging,,,,,,,,,,,,,
reqScavenging90,UI,Tooltip,,,,Requires Level 90 Scavenging,,,,,,,,,,,,,
reqScavenging95,UI,Tooltip,,,,Requires Level 95 Scavenging,,,,,,,,,,,,,
reqScavenging100,UI,Tooltip,,,,Requires Level 100 Scavenging,,,,,,,,,,,,,
reqPlayerLevel5,UI,Tooltip,,,,Requires Player Level 5,,,,,,,,,,,,,
reqPlayerLevel10,UI,Tooltip,,,,Requires Player Level 10,,,,,,,,,,,,,
reqPlayerLevel15,UI,Tooltip,,,,Requires Player Level 15,,,,,,,,,,,,,
reqPlayerLevel20,UI,Tooltip,,,,Requires Player Level 20,,,,,,,,,,,,,
reqPlayerLevel25,UI,Tooltip,,,,Requires Player Level 25,,,,,,,,,,,,,
reqPlayerLevel30,UI,Tooltip,,,,Requires Player Level 30,,,,,,,,,,,,,
reqPlayerLevel35,UI,Tooltip,,,,Requires Player Level 35,,,,,,,,,,,,,
reqPlayerLevel40,UI,Tooltip,,,,Requires Player Level 40,,,,,,,,,,,,,
reqPlayerLevel45,UI,Tooltip,,,,Requires Player Level 45,,,,,,,,,,,,,
reqPlayerLevel50,UI,Tooltip,,,,Requires Player Level 50,,,,,,,,,,,,,
reqPlayerLevel55,UI,Tooltip,,,,Requires Player Level 55,,,,,,,,,,,,,
reqPlayerLevel60,UI,Tooltip,,,,Requires Player Level 60,,,,,,,,,,,,,
reqPlayerLevel65,UI,Tooltip,,,,Requires Player Level 65,,,,,,,,,,,,,
reqPlayerLevel70,UI,Tooltip,,,,Requires Player Level 70,,,,,,,,,,,,,
reqPlayerLevel75,UI,Tooltip,,,,Requires Player Level 75,,,,,,,,,,,,,
reqPlayerLevel80,UI,Tooltip,,,,Requires Player Level 80,,,,,,,,,,,,,
reqPlayerLevel85,UI,Tooltip,,,,Requires Player Level 85,,,,,,,,,,,,,
reqPlayerLevel90,UI,Tooltip,,,,Requires Player Level 90,,,,,,,,,,,,,
reqPlayerLevel95,UI,Tooltip,,,,Requires Player Level 95,,,,,,,,,,,,,
reqPlayerLevel100,UI,Tooltip,,,,Requires Player Level 100,,,,,,,,,,,,,
perkSexualTrexRank1LongDesc,progression,perk,,x,,"You've graduated to bench warmer, use 10% less stamina when swinging melee weapons and tools.",,,,,,,,,,,,,
perkSexualTrexRank2LongDesc,progression,perk,,x,,"You're now a bonafide athlete, use 20% less stamina when swinging melee weapons and tools.",,,,,,,,,,,,,
perkSexualTrexRank3LongDesc,progression,perk,,x,,"You're a modern warrior, use 30% less stamina when swinging melee weapons and tools and 40% less when power attacking.",,,,,,,,,,,,,
perkSexualTrexRank4LongDesc,progression,perk,,x,,"You're a real cage gladiator, use 40% less stamina when swinging melee weapons and tools or 35% less when power attacking.",,,,,,,,,,,,,
perkSexualTrexRank5Desc,progression,perk,,x,,Sexual Tyrannosaurus,,,,,,,,,,,,,
perkSexualTrexRank5LongDesc,progression,perk,,x,,"You're THE Sexual Tyrannosaurus, use 50% less stamina when swinging melee weapons and tools or 40% less when power attacking.",,,,,,,,,,,,,
perkFlurryOfBlowsRank1LongDesc,progression,perk,,x,,"You've got some quick hands, swing all melee weapons 10% faster.",,,,,,,,,,,,,
perkFlurryOfBlowsRank2LongDesc,progression,perk,,x,,"You've got a sudden strike, swing all melee weapons 20% faster.",,,,,,,,,,,,,
perkFlurryOfBlowsRank3LongDesc,progression,perk,,x,,"You've mastered the flurry of blows, swing all melee weapons 30% faster.",,,,,,,,,,,,,
perkChargingBull,progression,perk,,x,,Charging Bull,,,,,,,,,,,,,
perkChargingBullName,progression,perk,,x,,Charging Bull,,,,,,,,,,,,,
perkChargingBullDesc,progression,perk,,x,,"Lead the charge and make an entrance. You like to charge in head first and smash skulls while shrugging off damage.",,,,,,,,,,,,,
perkChargingBullRank1Desc,progression,perk,,x,,Crazed Barbarian,,,,,,,,,,,,,
perkChargingBullRank1LongDesc,progression,perk,,x,,"You're a little crazy but that's alright you back it up with 10% more melee damage and 10% less damage taken while sprinting.",,,,,,,,,,,,,
perkChargingBullRank2Desc,progression,perk,,x,,First In,,,,,,,,,,,,,
perkChargingBullRank2LongDesc,progression,perk,,x,,"You're the first one into the fight and you start with a bang with 20% more melee damage and 20% less damage taken while sprinting.",,,,,,,,,,,,,
perkChargingBullRank3Desc,progression,perk,,x,,Charging Bull,,,,,,,,,,,,,
perkChargingBullRank3LongDesc,progression,perk,,x,,"You've become a charging bull, your sprinting power attacks devastate enemies and you shrug off blows through pure rage with 30% more melee damage and 30% less damage taken while sprinting.",,,,,,,,,,,,,
perkBrutalStrikes,progression,perk,,x,,Brutal Strikes,,,,,,,,,,,,,
perkBrutalStrikesName,progression,perk,,x,,Brutal Strikes,,,,,,,,,,,,,
perkBrutalStrikesDesc,progression,perk,,x,,"You've had enough of these zombies getting in your grill, teach them a lesson in personal space and take out your rage on them with devastating attacks to the skull.",,,,,,,,,,,,,
perkBrutalStrikesRank1Desc,progression,perk,,x,,Sucker Puncher,,,,,,,,,,,,,
perkBrutalStrikesRank1LongDesc,progression,perk,,x,,"You've thrown a punch or two in your time, deal 10% more damage to the head and have a 10% higher chance to dismember with melee attacks.",,,,,,,,,,,,,
perkBrutalStrikesRank2Desc,progression,perk,,x,,Jaw Breaker,,,,,,,,,,,,,
perkBrutalStrikesRank2LongDesc,progression,perk,,x,,"You're a real striker now, deal 20% more headshot damage and have a 20% higher chance to dismember with melee attacks.",,,,,,,,,,,,,
perkBrutalStrikesRank3Desc,progression,perk,,x,,Bone Cracker,,,,,,,,,,,,,
perkBrutalStrikesRank3LongDesc,progression,perk,,x,,"Ouch, that noise just doesn't bother you anymore huh? you deal 30% more headshot damage and have a 30% higher chance to dismember with melee attacks.",,,,,,,,,,,,,
perkBrutalStrikesRank4Desc,progression,perk,,x,,Vicious Savage,,,,,,,,,,,,,
perkBrutalStrikesRank4LongDesc,progression,perk,,x,,"You're just enjoying this savagery at this point aren't you? you deal 40% more headshot damage and have a 40% higher chance to dismember with melee attacks.",,,,,,,,,,,,,
perkBrutalStrikesRank5Desc,progression,perk,,x,,Brutal Striker,,,,,,,,,,,,,
perkBrutalStrikesRank5LongDesc,progression,perk,,x,,"At a certain point you have to wonder if your arms can even handle this amount of force, you deal 50% more headshot damage and have a 50% higher chance to dismember with melee attacks.",,,,,,,,,,,,,
perkSkullCrusher,progression,perk,,x,,Skull Crusher,,,,,,,,,,,,,
perkSkullCrusherIzpName,progression,perk,,x,,Skull Crusher,,,,,,,,,,,,,
perkSkullCrusherIzpDesc,progression,perk,,x,,Develop your technique of smashing skulls even more.,,,,,,,,,,,,,
perkSkullCrusherRank1Desc,progression,perk,,x,,Black Eye,,,,,,,,,,,,,
perkSkullCrusherRank1LongDesc,progression,perk,,x,,"That's gonna leave a mark, deal 10% more headshot damage and have a 10% higher chance to dismember with blunt weapons.",,,,,,,,,,,,,
perkSkullCrusherRank2Desc,progression,perk,,x,,Nose Breaker,,,,,,,,,,,,,
perkSkullCrusherRank2LongDesc,progression,perk,,x,,"Those zombies aren't gonna smell you coming now. Deal 20% more headshot damage and have a 20% higher chance to dismember with blunt weapons.",,,,,,,,,,,,,
perkSkullCrusherRank3Desc,progression,perk,,x,,Concussion Incoming,,,,,,,,,,,,,
perkSkullCrusherRank3LongDesc,progression,perk,,x,,"Can a zombie get a concussion? Further research required. Deal 30% more headshot damage and have a 30% higher chance to dismember with blunt weapons.",,,,,,,,,,,,,
perkSkullCrusherRank4Desc,progression,perk,,x,,Brain Liquidator,,,,,,,,,,,,,
perkSkullCrusherRank4LongDesc,progression,perk,,x,,"Those zombies will be drinking their own brains through a straw when you're done. Deal 40% more headshot damage and have a 40% higher chance to dismember with blunt weapons.",,,,,,,,,,,,,
perkSkullCrusherRank5Desc,progression,perk,,x,,Skull Crusher,,,,,,,,,,,,,
perkSkullCrusherRank5LongDesc,progression,perk,,x,,"That used to be a human head? Could have fooled me. Deal 50% more headshot damage and have a 50% higher chance to dismember with blunt weapons.",,,,,,,,,,,,,
perkPummelPeteDesc,progression,perk,,x,,Specialise in knocking your foes senseless with blunt weapons.,,,,,,,,,,,,,
perkPummelPeteRank1LongDesc,progression,perk,,x,,"As a roughneck you know how to pack a punch, deal 10% more damage and have a 60% chance to knockdown enemies that are already stunned.",,,,,,,,,,,,,
perkPummelPeteRank2LongDesc,progression,perk,,x,,"Only a thug like you would specialize in kicking people when they're already down, deal 20% more damage and have a 70% chance to knockdown enemies that are already stunned.",,,,,,,,,,,,,
perkPummelPeteRank3LongDesc,progression,perk,,x,,"You're in the big leagues now, deal 30% more damage and have a 80% chance to knockdown enemies that are already stunned. Additionally, landing 5 successive hits in a short time causes the last hit to deal 100% more damage.",,,,,,,,,,,,,
perkSledgelord,progression,perk,,x,,Sledgelord,,,,,,,,,,,,,
perkSledgelordName,progression,perk,,x,,Sledgelord,,,,,,,,,,,,,
perkSledgelordDesc,progression,perk,,x,,Specialise in taking foes off their feet with devastating sledgehammer power attacks.,,,,,,,,,,,,,
perkSledgelordRank1Desc,progression,perk,,x,,The Hammer Head,,,,,,,,,,,,,
perkSledgelordRank1LongDesc,progression,perk,,x,,"You're a real hammer head, gain a 15% chance to knock down enemies with sledgehammer power attacks.",,,,,,,,,,,,,
perkSledgelordRank2Desc,progression,perk,,x,,The Game,,,,,,,,,,,,,
perkSledgelordRank2LongDesc,progression,perk,,x,,"Good God almighty that was sickening! Gain a 30% chance to knock enemies down with sledgehammer power attacks.",,,,,,,,,,,,,
perkSledgelordRank3Desc,progression,perk,,x,,The Sledgelord,,,,,,,,,,,,,
perkSledgelordRank3LongDesc,progression,perk,,x,,"They shall bow before the sledgy-est of them all, gain a 60% chance to knock down enemies with sledgehammer power attacks. Additionally gain a 20% chance to knockdown nearby enemies.",,,,,,,,,,,,,
perkElectrocutionerDesc,progression,perk,,x,,Learn how to use batons more effectively and incapacitate your victims easier.,,,,,,,,,,,,,
perkElectrocutionerRank1LongDesc,progression,perk,,x,,"Stop, that tickles. Stun batons stun enemies 20% longer.",,,,,,,,,,,,,
perkElectrocutionerRank2LongDesc,progression,perk,,x,,"Everyone is sick of your 'Don't Taze Me Bro' references, but Stun baton stun enemies 40% longer.",,,,,,,,,,,,,
perkElectrocutionerRank3LongDesc,progression,perk,,x,,"Warning: Don't stand behind animals when stunning them. Stun baton stuns last 60% longer.",,,,,,,,,,,,,
perkElectrocutionerRank4LongDesc,progression,perk,,x,,"ZAP! Stun baton stuns last 80% longer and you gain a 20% higher chance to dismember with batons.",,,,,,,,,,,,,
perkElectrocutionerRank5LongDesc,progression,perk,,x,,"Who died and made you Judge, Jury and Electrocutioner? Stun batons stun 100% longer and have a 10% chance to insta-kill enemies.",,,,,,,,,,,,,
perkBreakingAndEntering,progression,perk,,x,,Breaking and Entering,,,,,,,,,,,,,
perkBreakingAndEnteringName,progression,perk,,x,,Breaking and Entering,,,,,,,,,,,,,
perkBreakingAndEnteringDesc,progression,perk,,x,,"Lockpicks are for the weak, smash open walls, containers or even the earth itself with increased block damage for blunt weapons.",,,,,,,,,,,,,
perkBreakingAndEnteringRank1Desc,progression,perk,,x,,Percussive Lockpicking,,,,,,,,,,,,,
perkBreakingAndEnteringRank1LongDesc,progression,perk,,x,,"You don't need a lockpick if you just smash the lock, blunt weapons deal 3x block damage.",,,,,,,,,,,,,
perkBreakingAndEnteringRank2Desc,progression,perk,,x,,Oh YEAH,,,,,,,,,,,,,
perkBreakingAndEnteringRank2LongDesc,progression,perk,,x,,"Smash through walls like your favorite half-liquid, half-glass-container mascot. Blunt weapons deal 4x block damage.",,,,,,,,,,,,,
perkBreakingAndEnteringRank3Desc,progression,perk,,x,,Breaking and Entering,,,,,,,,,,,,,
perkBreakingAndEnteringRank3LongDesc,progression,perk,,x,,"You could have just knocked you know? Blunt weapons deal 5x block damage.",,,,,,,,,,,,,
perkDecapitator,progression,perk,,x,,Decapitator,,,,,,,,,,,,,
perkDecapitatorName,progression,perk,,x,,Decapitator,,,,,,,,,,,,,
perkDecapitatorDesc,progression,perk,,x,,"Aim for the neck and relieve the zombies of their heads.",,,,,,,,,,,,,
perkDecapitatorRank1Desc,progression,perk,,x,,Rookie Executioner,,,,,,,,,,,,,
perkDecapitatorRank1LongDesc,progression,perk,,x,,"You're far from a seasoned executioner but you get the job done eventually, deal 10% more headshot damage and have a 10% higher chance to dismember with bladed weapons.",,,,,,,,,,,,,
perkDecapitatorRank2Desc,progression,perk,,x,,Headhunter,,,,,,,,,,,,,
perkDecapitatorRank2LongDesc,progression,perk,,x,,"You work for the department of death as a recruiter (for the afterlife), deal 20% more headshot damage and have a 20% higher chance to dismember with bladed weapons.",,,,,,,,,,,,,
perkDecapitatorRank3Desc,progression,perk,,x,,Licensed Headsman,,,,,,,,,,,,,
perkDecapitatorRank3LongDesc,progression,perk,,x,,"The last person to ask to see the license got exactly what they asked for, deal 30% more headshot damage and have a 30% higher chance to dismember with bladed weapons.",,,,,,,,,,,,,
perkDecapitatorRank4Desc,progression,perk,,x,,Guillotine,,,,,,,,,,,,,
perkDecapitatorRank4LongDesc,progression,perk,,x,,"Your blade could power a revolution, deal 40% more headshot damage and have a 40% higher chance to dismember with bladed weapons.",,,,,,,,,,,,,
perkDecapitatorRank5Desc,progression,perk,,x,,The Decapitator,,,,,,,,,,,,,
perkDecapitatorRank5LongDesc,progression,perk,,x,,"You probably need to get someone else to cut your hair now...just in case. You deal 50% more headshot damage and have a 50% higher chance to dismember with bladed weapons.",,,,,,,,,,,,,
perkDeepCuts,progression,perk,,x,,Deep Cuts,,,,,,,,,,,,,
perkDeepCutsName,progression,perk,,x,,Deep Cuts,,,,,,,,,,,,,
perkDeepCutsDesc,progression,perk,,x,,"Specialise in using knives, machetes, axes and chainsaws to inflict devastating blood loss on your enemies.",,,,,,,,,,,,,
perkDeepCutsRank1Desc,progression,perk,,x,,Dull Blade,,,,,,,,,,,,,
perkDeepCutsRank1LongDesc,progression,perk,,x,,"Inflict up to 3 Bleeding Wounds on an enemy and a power attack inflicts 2. Every attack refreshes the duration on bleeding. Each bleed stack does 1 damage per second for 20 seconds.",,,,,,,,,,,,,
perkDeepCutsRank2Desc,progression,perk,,x,,Blood Bath,,,,,,,,,,,,,
perkDeepCutsRank2LongDesc,progression,perk,,x,,"Inflict up to 4 Bleeding Wounds on an enemy and a power attack inflicts 3.",,,,,,,,,,,,,
perkDeepCutsRank3Desc,progression,perk,,x,,Deep Cuts,,,,,,,,,,,,,
perkDeepCutsRank3LongDesc,progression,perk,,x,,"Inflict up to 7 Bleeding Wounds on an enemy and a power attack inflicts 5, glancing blows also inflict 1 bleed stack.",,,,,,,,,,,,,
perkKnifeGuy,progression,perk,,x,,Knife Guy,,,,,,,,,,,,,
perkKnifeGuyName,progression,perk,,x,,Knife Guy,,,,,,,,,,,,,
perkKnifeGuyDesc,progression,perk,,x,,"Swing your knives and machetes faster and specialise in stealthily assassinating targets.",,,,,,,,,,,,,
perkKnifeGuyRank1Desc,progression,perk,,x,,Slasher,,,,,,,,,,,,,
perkKnifeGuyRank1LongDesc,progression,perk,,x,,"You're a real slasher, Attack 5% faster and deal 50% more sneak attack damage with knives and machetes",,,,,,,,,,,,,
perkKnifeGuyRank2Desc,progression,perk,,x,,Slayer,,,,,,,,,,,,,
perkKnifeGuyRank2LongDesc,progression,perk,,x,,"Attack 10% faster and deal 100% more sneak attack damage with knives and machetes",,,,,,,,,,,,,
perkKnifeGuyRank3Desc,progression,perk,,x,,Knife Guy,,,,,,,,,,,,,
perkKnifeGuyRank3LongDesc,progression,perk,,x,,"Attack 15% faster and deal 150% more sneak attack damage with knives and machetes",,,,,,,,,,,,,
perkMangler,progression,perk,,x,,Mangler,,,,,,,,,,,,,
perkManglerName,progression,perk,,x,,Mangler,,,,,,,,,,,,,
perkManglerDesc,progression,perk,,x,,"The enemies can't hurt you if you rip their hands and jaws to pieces with axes and chainsaws first.",,,,,,,,,,,,,
perkManglerRank1Desc,progression,perk,,x,,Mauler,,,,,,,,,,,,,
perkManglerRank1LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 10% less damage for 10 seconds.",,,,,,,,,,,,,
perkManglerRank2Desc,progression,perk,,x,,Mutilator,,,,,,,,,,,,,
perkManglerRank2LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 15% less damage for 10 seconds.",,,,,,,,,,,,,
perkManglerRank3Desc,progression,perk,,x,,Mangler,,,,,,,,,,,,,
perkManglerRank3LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 20% less damage for 10 seconds.",,,,,,,,,,,,,
pernMangler,progression,perk,,x,,Mangler,,,,,,,,,,,,,
pernManglerName,progression,perk,,x,,Mangler,,,,,,,,,,,,,
pernManglerDesc,progression,perk,,x,,"The enemies can't hurt you if you rip their hands and jaws to pieces with axes and chainsaws first.",,,,,,,,,,,,,
pernManglerRank1Desc,progression,perk,,x,,Mauler,,,,,,,,,,,,,
pernManglerRank1LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 10% less damage for 10 seconds.",,,,,,,,,,,,,
pernManglerRank2Desc,progression,perk,,x,,Mutilator,,,,,,,,,,,,,
pernManglerRank2LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 15% less damage for 10 seconds.",,,,,,,,,,,,,
pernManglerRank3Desc,progression,perk,,x,,Mangler,,,,,,,,,,,,,
pernManglerRank3LongDesc,progression,perk,,x,,"Attacks with axes and chainsaws cause enemies to do 20% less damage for 10 seconds.",,,,,,,,,,,,,
perkChainsawMassacre,progression,perk,,x,,Chainsaw Massacre,,,,,,,,,,,,,
perkChainsawMassacreName,progression,perk,,x,,Chainsaw Massacre,,,,,,,,,,,,,
perkChainsawMassacreDesc,progression,perk,,x,,"Specialise in shredding the limbs of enemies with your chainsaw.",,,,,,,,,,,,,
perkChainsawMassacreRank1Desc,progression,perk,,x,,Lumberjack,,,,,,,,,,,,,
perkChainsawMassacreRank1LongDesc,progression,perk,,x,,"Chainsaws deal 10% more damage and have 10% more dismemberment chance.",,,,,,,,,,,,,
perkChainsawMassacreRank2Desc,progression,perk,,x,,Maniac,,,,,,,,,,,,,
perkChainsawMassacreRank2LongDesc,progression,perk,,x,,"Chainsaws deal 20% more damage and have 20% more dismemberment chance.",,,,,,,,,,,,,
perkChainsawMassacreRank3Desc,progression,perk,,x,,Chainsaw Massacre,,,,,,,,,,,,,
perkChainsawMassacreRank3LongDesc,progression,perk,,x,,"Chainsaws deal 30% more damage and have 30% more dismemberment chance.",,,,,,,,,,,,,
perkLobotomizer,progression,perk,,x,,Lobotomizer,,,,,,,,,,,,,
perkLobotomizerName,progression,perk,,x,,Lobotomizer,,,,,,,,,,,,,
perkLobotomizerDesc,progression,perk,,x,,"Aim for the head and they stay dead. Specialise in dealing more headshot damage and dismemberment with piercing weapons like spears, pickaxes and shovels.",,,,,,,,,,,,,
perkLobotomizerRank1Desc,progression,perk,,x,,Shishkebab,,,,,,,,,,,,,
perkLobotomizerRank1LongDesc,progression,perk,,x,,"Deal 10% more headshot damage and have a 10% higher chance to dismember with piercing weapons.",,,,,,,,,,,,,
perkLobotomizerRank2Desc,progression,perk,,x,,Impaler,,,,,,,,,,,,,
perkLobotomizerRank2LongDesc,progression,perk,,x,,"Deal 20% more headshot damage and have a 20% higher chance to dismember with piercing weapons.",,,,,,,,,,,,,
perkLobotomizerRank3Desc,progression,perk,,x,,Head Popper,,,,,,,,,,,,,
perkLobotomizerRank3LongDesc,progression,perk,,x,,"Deal 30% more headshot damage and have a 30% higher chance to dismember with piercing weapons.",,,,,,,,,,,,,
perkLobotomizerRank4Desc,progression,perk,,x,,Brain Surgeon,,,,,,,,,,,,,
perkLobotomizerRank4LongDesc,progression,perk,,x,,"Deal 40% more headshot damage and have a 40% higher chance to dismember with piercing weapons.",,,,,,,,,,,,,
perkLobotomizerRank5Desc,progression,perk,,x,,The Lobotomizer,,,,,,,,,,,,,
perkLobotomizerRank5LongDesc,progression,perk,,x,,"Deal 50% more headshot damage and have a 50% higher chance to dismember with piercing weapons.",,,,,,,,,,,,,
perkStayBack,progression,perk,,x,,Stay Back,,,,,,,,,,,,,
perkStayBackName,progression,perk,,x,,Stay Back,,,,,,,,,,,,,
perkStayBackDesc,progression,perk,,x,,"Keep enemies at bay by slowing them down with crippling strikes from piercing weapons like spears, pickaxes and shovels.",,,,,,,,,,,,,
perkStayBackRank1Desc,progression,perk,,x,,Arms Reach,,,,,,,,,,,,,
perkStayBackRank1LongDesc,progression,perk,,x,,"Gain a 60% chance to slow enemies with piercing weapons.",,,,,,,,,,,,,
perkStayBackRank2Desc,progression,perk,,x,,Crippler,,,,,,,,,,,,,
perkStayBackRank2LongDesc,progression,perk,,x,,"Gain an 80% chance to slow enemies with piercing weapons.",,,,,,,,,,,,,
perkStayBackRank3Desc,progression,perk,,x,,Stay Back,,,,,,,,,,,,,
perkStayBackRank3LongDesc,progression,perk,,x,,"Gain an 100% chance to slow enemies with piercing weapons.",,,,,,,,,,,,,
perkSurgicalStrike,progression,perk,,x,,Surgical Strike,,,,,,,,,,,,,
perkSurgicalStrikeName,progression,perk,,x,,Surgical Strike,,,,,,,,,,,,,
perkSurgicalStrikeDesc,progression,perk,,x,,"Look for gaps in the armor and strike. Deal more damage to armored enemies with piercing weapons.",,,,,,,,,,,,,
perkSurgicalStrikeRank1Desc,progression,perk,,x,,Accurate Attack,,,,,,,,,,,,,
perkSurgicalStrikeRank1LongDesc,progression,perk,,x,,Piercing weapons ignore 30% of armor.,,,,,,,,,,,,,
perkSurgicalStrikeRank2Desc,progression,perk,,x,,Precise Thrust,,,,,,,,,,,,,
perkSurgicalStrikeRank2LongDesc,progression,perk,,x,,Piercing weapons ignore 50% of armor.,,,,,,,,,,,,,
perkSurgicalStrikeRank3Desc,progression,perk,,x,,Surgical Strike,,,,,,,,,,,,,
perkSurgicalStrikeRank3LongDesc,progression,perk,,x,,Piercing weapons ignore 60% of armor.,,,,,,,,,,,,,
perkRunAndGun,progression,perk,,x,,Run and Gun,,,,,,,,,,,,,
perkRunAndGunName,progression,perk,,x,,Run and Gun,,,,,,,,,,,,,
perkRunAndGunDesc,progression,perk,,x,,Increase your accuracy when firing from the hip.,,,,,,,,,,,,,
perkRunAndGunRank1Desc,progression,perk,,x,,Twitch Fingers,,,,,,,,,,,,,
perkRunAndGunRank1LongDesc,progression,perk,,x,,Increases Hipfire Accuracy by 10%.,,,,,,,,,,,,,
perkRunAndGunRank2Desc,progression,perk,,x,,Trigger Man,,,,,,,,,,,,,
perkRunAndGunRank2LongDesc,progression,perk,,x,,Increases Hipfire Accuracy by 20%.,,,,,,,,,,,,,
perkRunAndGunRank3Desc,progression,perk,,x,,Run and Gun,,,,,,,,,,,,,
perkRunAndGunRank3LongDesc,progression,perk,,x,,Increases Hipfire Accuracy by 30%.,,,,,,,,,,,,,
perkProperMaintenance,progression,perk,,x,,Proper Maintenance,,,,,,,,,,,,,
perkProperMaintenanceName,progression,perk,,x,,Proper Maintenance,,,,,,,,,,,,,
perkProperMaintenanceDesc,progression,perk,,x,,Learn to maintain firearms and archery weapons so they break slower.,,,,,,,,,,,,,
perkProperMaintenanceRank1Desc,progression,perk,,x,,Spit Polish,,,,,,,,,,,,,
perkProperMaintenanceRank1LongDesc,progression,perk,,x,,Decrease ranged weapon degradation by 20%.,,,,,,,,,,,,,
perkProperMaintenanceRank2Desc,progression,perk,,x,,Careful Repairs,,,,,,,,,,,,,
perkProperMaintenanceRank2LongDesc,progression,perk,,x,,Decrease ranged weapon degradation by 40%.,,,,,,,,,,,,,
perkProperMaintenanceRank3Desc,progression,perk,,x,,Proper Maintenance,,,,,,,,,,,,,
perkProperMaintenanceRank3LongDesc,progression,perk,,x,,Decrease ranged weapon degradation by 60%.,,,,,,,,,,,,,
perkCripplingShot,progression,perk,,x,,Crippling Shot,,,,,,,,,,,,,
perkCripplingShotName,progression,perk,,x,,Crippling Shot,,,,,,,,,,,,,
perkCripplingShotDesc,progression,perk,,x,,"A zombie that can't move is a lot less deadly. Specialise in increased dismemberment to the legs of enemies.",,,,,,,,,,,,,
perkCripplingShotRank1Desc,progression,perk,,x,,Kneecapper,,,,,,,,,,,,,
perkCripplingShotRank1LongDesc,progression,perk,,x,,100% higher chance of leg dismemberment with ranged weapons.,,,,,,,,,,,,,
perkCripplingShotRank2Desc,progression,perk,,x,,Leg Breaker,,,,,,,,,,,,,
perkCripplingShotRank2LongDesc,progression,perk,,x,,200% higher chance of leg dismemberment with ranged weapons.,,,,,,,,,,,,,
perkCripplingShotRank3Desc,progression,perk,,x,,Crippling Shot,,,,,,,,,,,,,
perkCripplingShotRank3LongDesc,progression,perk,,x,,300% higher chance of leg dismemberment with ranged weapons.,,,,,,,,,,,,,
perkGunslinger,progression,perk,,x,,Gunslinger,,,,,,,,,,,,,
perkGunslingerName,progression,perk,,x,,Gunslinger,,,,,,,,,,,,,
perkGunslingerDesc,progression,perk,,x,,Specialize in using handguns and SMGs with faster firerates and combo damage.,,,,,,,,,,,,,
perkGunslingerRank1Desc,progression,perk,,x,,Rusty Shooter,,,,,,,,,,,,,
perkGunslingerRank1LongDesc,progression,perk,,x,,Reload pistols 10% faster.,,,,,,,,,,,,,
perkGunslingerRank2Desc,progression,perk,,x,,Seasoned Slinger,,,,,,,,,,,,,
perkGunslingerRank2LongDesc,progression,perk,,x,,Reload pistols 20% faster.,,,,,,,,,,,,,
perkGunslingerRank3Desc,progression,perk,,x,,Gun Fu,,,,,,,,,,,,,
perkGunslingerRank3LongDesc,progression,perk,,x,,"Reload pistols 30% faster, \nCritical Damage: 5 successive hits in a short time cause double damage.",,,,,,,,,,,,,
perkGunslingerRank4Desc,progression,perk,,x,,Agent,,,,,,,,,,,,,
perkGunslingerRank4LongDesc,progression,perk,,x,,"Reload pistols 40% faster, \nCritical Damage: 4 successive hits in a short time cause double damage.",,,,,,,,,,,,,
